0x8000380	AgbMain
0x8062E04	sub_805E4C4
0x8062E2C	sub_805E4EC
0x8062E40	MoveFieldObjectInNextDirectionInSequence
0x8062EF4	sub_805E5B4
0x8062F1C	sub_805E5DC
0x8062F40	sub_805E600
0x8062F60	sub_805E620
0x8062FA8	sub_805E668
0x8062FCC	sub_805E68C
0x8062FEC	sub_805E6AC
0x8063034	sub_805E6F4
0x8063058	sub_805E718
0x8063078	sub_805E738
0x80630C0	sub_805E780
0x80630E4	sub_805E7A4
0x8063104	sub_805E7C4
0x806314C	sub_805E80C
0x8063170	sub_805E830
0x8063190	sub_805E850
0x80631D8	sub_805E898
0x80631FC	sub_805E8BC
0x806321C	sub_805E8DC
0x8063264	sub_805E924
0x8063288	sub_805E948
0x80632A8	sub_805E968
0x80632F0	sub_805E9B0
0x8063314	sub_805E9D4
0x8063334	sub_805E9F4
0x806337C	sub_805EA3C
0x80633A0	sub_805EA60
0x80633C0	sub_805EA80
0x8063408	sub_805EAC8
0x806342C	sub_805EAEC
0x806344C	sub_805EB0C
0x8063494	sub_805EB54
0x80634B8	sub_805EB78
0x80634D8	sub_805EB98
0x8063520	sub_805EBE0
0x8063544	sub_805EC04
0x8063564	sub_805EC24
0x80635AC	sub_805EC6C
0x80635D0	sub_805EC90
0x80635F0	sub_805ECB0
0x8063638	sub_805ECF8
0x806365C	sub_805ED1C
0x806367C	sub_805ED3C
0x80636C4	sub_805ED84
0x80636E8	sub_805EDA8
0x8063708	sub_805EDC8
0x8063750	sub_805EE10
0x8063774	sub_805EE34
0x8063794	sub_805EE54
0x80637DC	sub_805EE9C
0x8063800	sub_805EEC0
0x8063820	sub_805EEE0
0x8063868	sub_805EF28
0x806388C	sub_805EF4C
0x80638AC	sub_805EF6C
0x80638F4	sub_805EFB4
0x8063918	sub_805EFD8
0x8063938	sub_805EFF8
0x8063980	sub_805F040
0x80639A4	sub_805F064
0x80639C4	sub_805F084
0x8063A0C	sub_805F0CC
0x8063A30	sub_805F0F0
0x8063A50	sub_805F110
0x8063A98	sub_805F158
0x8063ABC	sub_805F17C
0x8063ADC	sub_805F19C
0x8063B24	sub_805F1E4
0x8063B48	sub_805F208
0x8063B68	sub_805F228
0x8063BB0	sub_805F270
0x8063BD4	sub_805F294
0x8063BF4	sub_805F2B4
0x8063C3C	sub_805F2FC
0x8063C60	sub_805F320
0x8063C80	mss_npc_reset_oampriv3_1_unk2_unk3
0x8063CA4	sub_805F364
0x8063D04	sub_805F3C4
0x8063D2C	sub_805F3EC
0x8063D30	sub_805F3F0
0x8063D78	sub_805F438
0x8063E30	sub_805F4F0
0x8063EE8	sub_805F5A8
0x8063FA0	sub_805F660
0x8064058	cph_IM_DIFFERENT
0x80640A0	sub_805F760
0x8064158	oac_hopping
0x8064220	sub_805F8E0
0x8064244	sub_805F904
0x8064264	mss_08062EA4
0x80642C8	FieldObjectCB_TreeDisguise
0x8064338	sub_805F9F8
0x8064344	FieldObjectCB_MountainDisguise
0x80643B4	FieldObjectCB_Hidden1
0x8064418	sub_805FAD8
0x8064438	sub_805FAF8
0x8064444	sub_805FB04
0x8064460	sub_805FB20
0x8064484	sub_805FB44
0x80644A4	sub_805FB64
0x80644D0	sub_805FB90
0x80644F4	sub_805FBB4
0x8064514	sub_805FBD4
0x8064540	sub_805FC00
0x8064564	sub_805FC24
0x8064584	sub_805FC44
0x80645B0	sub_805FC70
0x80645D4	sub_805FC94
0x80645F4	sub_805FCB4
0x8064628	sub_805FCE8
0x8064648	sub_805FD08
0x8064658	npc_reset
0x8064678	FieldObjectDirectionToImageAnimId
0x8064688	get_go_image_anim_num
0x8064698	get_go_fast_image_anim_num
0x80646A8	get_go_faster_image_anim_num
0x80646B8	sub_805FD78
0x80646C8	sub_805FD88
0x80646D8	sub_805FD98
0x80646E8	unref_sub_805FDA8
0x80646F8	sub_805FDB8
0x8064708	sub_805FDC8
0x8064718	sub_805FDD8
0x8064728	sub_805FDE8
0x8064738	sub_805FDF8
0x8064748	sub_805FE08
0x8064758	get_run_image_anim_num
0x8064768	sub_805FE28
0x80647A4	sub_805FE64
0x80647D0	sub_805FE90
0x8064804	npc_set_running_behaviour_etc
0x8064850	npc_running_behaviour_by_direction
0x8064860	sub_805FF20
0x80648A0	npc_block_way
0x8064964	sub_8060024
0x8064A30	IsCoordOutsideFieldObjectMovementRect
0x8064AA0	IsMetatileDirectionallyImpassable
0x8064AF8	CheckForCollisionBetweenFieldObjects
0x8064B74	sub_8060234
0x8064BC8	sub_8060288
0x8064C14	MoveCoords
0x8064C38	unref_sub_80602F8
0x8064C60	sub_8060320
0x8064CC8	sub_8060388
0x8064D0C	sub_80603CC
0x8064DB0	sub_8060470
0x8064DFC	GetFieldObjectMovingCameraOffset
0x8064E3C	FieldObjectMoveDestCoords
0x8064E5C	FieldObjectIsSpecialAnimOrDirectionSequenceAnimActive
0x8064E74	FieldObjectIsSpecialAnimActive
0x8064E90	FieldObjectSetSpecialAnim
0x8064ED8	FieldObjectForceSetSpecialAnim
0x8064EF4	FieldObjectClearAnimIfSpecialAnimActive
0x8064F0C	FieldObjectClearAnim
0x8064F40	FieldObjectCheckIfSpecialAnimFinishedOrInactive
0x8064F54	FieldObjectClearAnimIfSpecialAnimFinished
0x8064F78	FieldObjectGetSpecialAnim
0x8064F90	meta_step
0x8065000	GetFaceDirectionAnimId
0x806502C	GetSimpleGoAnimId
0x8065058	GetGoSpeed0AnimId
0x8065084	sub_8060744
0x80650B0	d2s_08064034
0x80650DC	sub_806079C
0x8065108	sub_80607C8
0x8065134	sub_80607F4
0x8065160	GetJumpLedgeAnimId
0x806518C	sub_806084C
0x80651B8	sub_8060878
0x80651E4	sub_80608A4
0x8065210	sub_80608D0
0x806523C	GetStepInPlaceDelay32AnimId
0x8065268	GetStepInPlaceDelay16AnimId
0x8065294	GetStepInPlaceDelay8AnimId
0x80652C0	GetStepInPlaceDelay4AnimId
0x80652EC	FieldObjectFaceOppositeDirection
0x8065318	sub_80609D8
0x8065344	sub_8060A04
0x8065370	sub_8060A30
0x806539C	sub_8060A5C
0x80653C8	sub_8060A88
0x80653F4	sub_8060AB4
0x8065420	sub_8060AE0
0x806544C	sub_8060B0C
0x8065478	sub_8060B38
0x80654A4	sub_8060B64
0x80654D0	GetOppositeDirection
0x8065504	zffu_offset_calc
0x806551C	state_to_direction
0x806555C	FieldObjectExecSpecialAnim
0x8065594	FieldObjectExecRegularAnim
0x80655D4	FieldObjectSetRegularAnim
0x80655DC	an_look_any
0x8065620	sub_8060CE0
0x8065630	sub_8060CF0
0x8065640	sub_8060D00
0x8065650	sub_8060D10
0x8065660	sub_8060D20
0x80656E4	do_go_anim
0x8065740	do_run_anim
0x8065770	npc_obj_ministep_stop_on_arrival
0x80657A8	sub_8060E68
0x8065818	sub_8060ED8
0x8065844	an_walk_any_2
0x806587C	sub_8060F3C
0x806589C	sub_8060F5C
0x80658BC	sub_8060F7C
0x80658DC	sub_8060F9C
0x80658FC	sub_8060FBC
0x806591C	sub_8060FDC
0x806593C	sub_8060FFC
0x806595C	sub_806101C
0x806597C	sub_806103C
0x806599C	sub_806105C
0x80659BC	sub_806107C
0x80659DC	sub_806109C
0x80659FC	sub_80610BC
0x8065A1C	sub_80610DC
0x8065A3C	sub_80610FC
0x8065A5C	sub_806111C
0x8065A7C	sub_806113C
0x8065B38	maybe_shadow_1
0x8065B7C	sub_806123C
0x8065C40	sub_8061300
0x8065C54	sub_8061314
0x8065C68	sub_8061328
0x8065C80	sub_8061340
0x8065C98	sub_8061358
0x8065CE8	sub_80613A8
0x8065D14	sub_80613D4
0x8065D40	sub_8061400
0x8065D6C	sub_806142C
0x8065D98	sub_8061458
0x8065DC4	sub_8061484
0x8065DF0	sub_80614B0
0x8065E1C	sub_80614DC
0x8065E48	sub_8061508
0x8065E50	sub_8061510
0x8065E6C	sub_806152C
0x8065E8C	sub_806154C
0x8065EAC	sub_806156C
0x8065ECC	sub_806158C
0x8065EEC	sub_80615AC
0x8065F0C	sub_80615CC
0x8065F2C	sub_80615EC
0x8065F4C	sub_806160C
0x8065F6C	sub_806162C
0x8065F8C	sub_806164C
0x8065FAC	sub_806166C
0x8065FCC	sub_806168C
0x8065FEC	sub_80616AC
0x806600C	sub_80616CC
0x8066054	sub_8061714
0x806607C	sub_806173C
0x80660B8	sub_8061778
0x80660F0	sub_80617B0
0x8066128	sub_80617E8
0x8066160	sub_8061820
0x8066198	sub_8061858
0x80661D0	sub_8061890
0x8066208	sub_80618C8
0x8066240	sub_8061900
0x8066278	sub_8061938
0x80662B0	sub_8061970
0x80662E8	sub_80619A8
0x8066320	sub_80619E0
0x8066358	sub_8061A18
0x8066390	sub_8061A50
0x80663C8	sub_8061A88
0x8066400	sub_8061AC0
0x8066438	sub_8061AF8
0x8066458	sub_8061B18
0x8066478	sub_8061B38
0x8066498	sub_8061B58
0x80664B8	sub_8061B78
0x80664D8	sub_8061B98
0x80664F8	sub_8061BB8
0x8066518	sub_8061BD8
0x8066538	sub_8061BF8
0x8066558	sub_8061C18
0x8066578	sub_8061C38
0x8066598	sub_8061C58
0x80665B8	sub_8061C78
0x80665D8	sub_8061C98
0x80665F8	sub_8061CB8
0x8066618	sub_8061CD8
0x8066638	sub_8061CF8
0x8066658	sub_8061D18
0x8066678	sub_8061D38
0x8066698	sub_8061D58
0x80666B8	sub_8061D78
0x80666D8	sub_8061D98
0x80666F8	sub_8061DB8
0x8066718	sub_8061DD8
0x8066738	do_run_south_anim
0x8066758	sub_8061E18
0x8066778	do_run_north_anim
0x8066798	sub_8061E58
0x80667B8	do_run_west_anim
0x80667D8	sub_8061E98
0x80667F8	do_run_east_anim
0x8066818	sub_8061ED8
0x8066838	npc_set_direction_and_anim__an_proceed
0x8066864	sub_8061F24
0x806687C	sub_8061F3C
0x806689C	sub_8061F5C
0x80668D0	sub_8061F90
0x80668F0	sub_8061FB0
0x8066918	sub_8061FD8
0x8066938	sub_8061FF8
0x8066960	sub_8062020
0x8066980	sub_8062040
0x80669A8	sub_8062068
0x80669C8	sub_8062088
0x80669F0	sub_80620B0
0x8066A4C	sub_806210C
0x8066AB0	sub_8062170
0x8066AC0	sub_8062180
0x8066AD0	sub_8062190
0x8066AFC	sub_80621BC
0x8066B28	sub_80621E8
0x8066B54	sub_8062214
0x8066B80	sub_8062240
0x8066BAC	sub_806226C
0x8066BD8	sub_8062298
0x8066C04	sub_80622C4
0x8066C30	sub_80622F0
0x8066C5C	sub_806231C
0x8066C88	sub_8062348
0x8066CB4	sub_8062374
0x8066CE0	sub_80623A0
0x8066D0C	sub_80623CC
0x8066D38	sub_80623F8
0x8066D64	sub_8062424
0x8066D90	sub_8062450
0x8066DBC	sub_806247C
0x8066DE8	sub_80624A8
0x8066E14	sub_80624D4
0x8066E40	sub_8062500
0x8066E6C	sub_806252C
0x8066E98	sub_8062558
0x8066EC4	sub_8062584
0x8066EF0	sub_80625B0
0x8066F08	sub_80625C8
0x8066F18	sub_80625D8
0x8066F28	sub_80625E8
0x8066F38	sub_80625F8
0x8066F48	sub_8062608
0x8066F74	sub_8062634
0x8066F84	sub_8062644
0x8066F94	do_exclamation_mark_bubble_1
0x8066FB8	do_exclamation_mark_bubble_2
0x8066FDC	do_heart_bubble
0x8067000	sub_80626C0
0x8067044	sub_8062704
0x8067064	sub_8062724
0x8067080	sub_8062740
0x80670A4	sub_8062764
0x80670E0	sub_80627A0
0x80670FC	sub_80627BC
0x8067120	sub_80627E0
0x806715C	sub_806281C
0x806716C	sub_806282C
0x806717C	sub_806283C
0x80671AC	sub_806286C
0x80671DC	sub_806289C
0x8067210	sub_80628D0
0x806723C	sub_80628FC
0x8067270	sub_8062930
0x806729C	sub_806295C
0x80672DC	sub_806299C
0x80672EC	sub_80629AC
0x80672FC	sub_80629BC
0x806730C	sub_80629CC
0x806731C	sub_80629DC
0x8067340	sub_8062A00
0x8067364	sub_8062A24
0x8067388	sub_8062A48
0x80673AC	sub_8062A6C
0x80673D0	sub_8062A90
0x80673F4	sub_8062AB4
0x8067418	sub_8062AD8
0x806743C	sub_8062AFC
0x8067460	sub_8062B20
0x8067484	sub_8062B44
0x80674A8	sub_8062B68
0x80674CC	sub_8062B8C
0x8067510	sub_8062BD0
0x806753C	sub_8062BFC
0x8067568	sub_8062C28
0x8067594	sub_8062C54
0x80675C0	sub_8062C80
0x80675EC	sub_8062CAC
0x8067618	sub_8062CD8
0x8067644	sub_8062D04
0x8067670	sub_8062D30
0x806769C	sub_8062D5C
0x80676C8	sub_8062D88
0x80676F4	sub_8062DB4
0x8067720	sub_8062DE0
0x806774C	sub_8062E0C
0x8067778	sub_8062E38
0x80677A4	sub_8062E64
0x80677D0	sub_8062E90
0x80677FC	sub_8062EBC
0x8067828	sub_8062EE8
0x8067854	sub_8062F14
0x8067880	sub_8062F40
0x80678AC	sub_8062F6C
0x80678D8	sub_8062F98
0x8067904	sub_8062FC4
0x8067930	sub_8062FF0
0x8067968	sub_8063028
0x80679A0	sub_8063060
0x80679D8	sub_8063098
0x8067A10	sub_80630D0
0x8067A48	sub_8063108
0x8067A68	sub_8063128
0x8067A88	sub_8063148
0x8067AA8	sub_8063168
0x8067AC8	sub_8063188
0x8067AE8	sub_80631A8
0x8067B08	sub_80631C8
0x8067B28	sub_80631E8
0x8067B48	sub_8063208
0x8067B78	sub_8063238
0x8067B98	sub_8063258
0x8067BB8	sub_8063278
0x8067BD8	sub_8063298
0x8067BF8	sub_80632B8
0x8067C18	sub_80632D8
0x8067C38	sub_80632F8
0x8067C58	sub_8063318
0x8067C78	sub_8063338
0x8067CB0	sub_8063370
0x8067CD0	sub_8063390
0x8067CF0	sub_80633B0
0x8067D10	sub_80633D0
0x8067D30	sub_80633F0
0x8067D50	sub_8063410
0x8067D70	sub_8063430
0x8067D90	sub_8063450
0x8067DB0	sub_8063470
0x8067DB4	sub_8063474
0x8067DC4	npc_obj_transfer_image_anim_pause_flag
0x8067DE0	sub_80634A0
0x8067E10	sub_80634D0
0x8067E28	sub_80634E8
0x8067F08	npc_update_obj_anim_flag
0x8067F30	GetAllGroundEffectFlags_OnSpawn
0x8067F78	GetAllGroundEffectFlags_OnBeginStep
0x8067FD0	GetAllGroundEffectFlags_OnFinishStep
0x8068020	FieldObjectUpdateMetatileBehaviors
0x8068048	GetGroundEffectFlags_Reflection
0x80680A4	GetGroundEffectFlags_TallGrassOnSpawn
0x80680C4	GetGroundEffectFlags_TallGrassOnBeginStep
0x80680E4	GetGroundEffectFlags_LongGrassOnSpawn
0x8068104	GetGroundEffectFlags_LongGrassOnBeginStep
0x8068124	GetGroundEffectFlags_Tracks
0x8068164	GetGroundEffectFlags_SandPile
0x80681B4	GetGroundEffectFlags_ShallowFlowingWater
0x8068218	GetGroundEffectFlags_Puddle
0x8068248	GetGroundEffectFlags_Ripple
0x8068268	GetGroundEffectFlags_ShortGrass
0x80682B8	GetGroundEffectFlags_HotSprings
0x8068308	GetGroundEffectFlags_Seaweed
0x8068328	GetGroundEffectFlags_JumpLanding
0x8068384	FieldObjectCheckForReflectiveSurface
0x80684D4	GetReflectionTypeByMetatileBehavior
0x8068504	GetLedgeJumpDirection
0x8068560	FieldObjectSetSpriteOamTableForLongGrass
0x80685BC	IsZCoordMismatchAt
0x80685F8	FieldObjectUpdateZCoordAndPriority
0x8068654	InitObjectPriorityByZCoord
0x80686A0	ZCoordToPriority
0x80686B0	FieldObjectUpdateZCoord
0x8068704	SetObjectSubpriorityByZCoord
0x806874C	FieldObjectUpdateSubpriority
0x8068768	AreZCoordsCompatible
0x8068788	GroundEffect_SpawnOnTallGrass
0x80687D4	sub_8063E94
0x8068820	sub_8063EE0
0x806886C	sub_8063F2C
0x80688B8	GroundEffect_WaterReflection
0x80688C4	GroundEffect_IceReflection
0x80688D0	GroundEffect_FlowingWater
0x80688E0	sub_8063FA0
0x806890C	sub_8063FCC
0x8068938	nullsub_50
0x806893C	DoTracksGroundEffect_Footprints
0x806898C	DoTracksGroundEffect_BikeTireTracks
0x80689DC	GroundEffect_Ripple
0x80689E8	GroundEffect_StepOnPuddle
0x80689F8	GroundEffect_SandPile
0x8068A08	GroundEffect_JumpOnTallGrass
0x8068A60	GroundEffect_JumpOnLongGrass
0x8068A88	GroundEffect_JumpOnShallowWater
0x8068AB8	GroundEffect_JumpOnWater
0x8068AE8	GroundEffect_JumpLandingDust
0x8068B18	GroundEffect_ShortGrass
0x8068B28	GroundEffect_HotSprings
0x8068B38	GroundEffect_Seaweed
0x8068B58	sub_8064218
0x8068B9C	filters_out_some_ground_effects
0x8068BD4	FilterOutStepOnPuddleGroundEffectIfJumping
0x8068BF0	DoGroundEffects_OnSpawn
0x8068C3C	DoGroundEffects_OnBeginStep
0x8068C90	DoGroundEffects_OnFinishStep
0x8068CE4	sub_80643A4
0x8068D74	player_bitmagic
0x8068DB0	sub_8064470
0x8068DF4	npc_sync_anim_pause_bits
0x8068E5C	sub_806451C
0x8068E8C	little_step
0x8068EAC	sub_806456C
0x8068ED0	sub_8064590
0x8068EF8	sub_80645B8
0x8068F1C	sub_80645DC
0x8068F40	oamt_npc_ministep_reset
0x8068F54	obj_npc_ministep
0x8068FBC	sub_806467C
0x8068FCC	sub_806468C
0x8069008	sub_80646C8
0x8069024	sub_80646E4
0x8069044	sub_8064704
0x80690CC	sub_806478C
0x8069160	sub_8064820
0x8069164	sub_8064824
0x806917C	obj_anim_image_set_and_seek
0x80691A4	sub_8064864
0x80691BC	sub_806487C
0x80692B0	sub_8064970
0x80692D0	sub_8064990
0x8069334	oe_exec_and_other_stuff
0x806935C	DoShadowFieldEffect
0x8069378	DoRippleFieldEffect
0x80693B4	InitFieldMessageBox
0x80693E0	Task_FieldMessageBox
0x8069478	CreateFieldMessageBoxTask
0x806948C	DestroyFieldMessageBoxTask
0x80694A8	ShowFieldMessage
0x80694D0	ShowFieldAutoScrollMessage
0x80694F8	unref_sub_8064BB8
0x8069510	unref_sub_8064BD0
0x8069534	PrintFieldMessage
0x806956C	PrintFieldMessageFromStringVar4
0x8069598	HideFieldMessageBox
0x80695B8	GetFieldMessageBoxMode
0x80695C4	IsFieldMessageBoxHidden
0x80695E0	unref_sub_8064CA0
0x8069600	walkrun_is_standing_still
0x806961C	sub_8064CDC
0x806963C	sub_8064CFC
0x8069660	sub_8064D20
0x8069678	sub_8064D38
0x80696F4	sub_8064DB4
0x8069718	sub_8064DD8
0x806976C	sub_8064E2C
0x806979C	unref_sub_8064E5C
0x80697EC	sub_8064EAC
0x8069814	sub_8064ED4
0x8069834	SetTextWindowBaseTileNum
0x8069848	LoadTextWindowGraphics
0x8069878	LoadTextWindowGraphics_OverridePalSlot
0x80698AC	LoadTextWindowGraphics_OverrideFrameType
0x80698D8	DrawTextWindow
0x8069914	GetTextWindowFrameGraphics
0x8069938	LoadTextWindowTiles
0x8069954	LoadTextWindowPalette
0x8069978	DrawTextWindowInternal
0x8069B08	SetMessageBoxBaseTileNum
0x8069B1C	unref_sub_80651DC
0x8069B40	DisplayMessageBox
0x8069B54	GetMessageBoxTilemapEntry
0x8069BC0	DrawMessageBox
0x8069C70	DrawStandardMessageBox
0x8069C88	LoadMessageBoxTiles
0x8069CAC	ClearStandardMessageBox
0x8069CD4	InitScriptContext
0x8069D10	SetupBytecodeScript
0x8069D1C	SetupNativeScript
0x8069D24	StopScript
0x8069D2C	RunScript
0x8069DB4	ScriptPush
0x8069DDC	ScriptPop
0x8069E00	ScriptJump
0x8069E04	ScriptCall
0x8069E18	ScriptReturn
0x8069E28	ScriptReadHalfword
0x8069E40	ScriptReadWord
0x8069E70	ScriptContext2_Enable
0x8069E7C	ScriptContext2_Disable
0x8069E88	ScriptContext2_IsEnabled
0x8069E94	ScriptContext1_Init
0x8069EBC	ScriptContext2_RunScript
0x8069EF8	ScriptContext1_SetupScript
0x8069F30	ScriptContext1_Stop
0x8069F3C	EnableBothScriptContexts
0x8069F50	ScriptContext2_RunNewScript
0x8069F88	mapheader_get_tagged_pointer
0x8069FC8	mapheader_run_script_by_tag
0x8069FE0	mapheader_get_first_match_from_tagged_ptr_list
0x806A040	mapheader_run_script_with_tag_x1
0x806A04C	mapheader_run_script_with_tag_x3
0x806A058	mapheader_run_script_with_tag_x5
0x806A064	mapheader_run_script_with_tag_x6
0x806A070	mapheader_run_first_tag2_script_list_match
0x806A08C	mapheader_run_first_tag4_script_list_match
0x806A0A0	CalculateRamScriptChecksum
0x806A0C8	ClearRamScript
0x806A0E8	InitRamScript
0x806A14C	GetRamScript
0x806A1AC	ScrCmd_snop
0x806A1B0	ScrCmd_snop1
0x806A1B4	ScrCmd_end
0x806A1C0	ScrCmd_jumpasm
0x806A1D8	ScrCmd_special
0x806A1F8	ScrCmd_specialval
0x806A22C	ScrCmd_callasm
0x806A23C	ScrCmd_waitstate
0x806A248	ScrCmd_jump
0x806A260	ScrCmd_return
0x806A26C	ScrCmd_call
0x806A284	ScrCmd_jumpif
0x806A2C0	ScrCmd_callif
0x806A2FC	ScrCmd_setvaddress
0x806A318	ScrCmd_vjump
0x806A33C	ScrCmd_vcall
0x806A360	ScrCmd_if5
0x806A3A4	ScrCmd_if6
0x806A3E8	ScrCmd_jumpstd
0x806A418	ScrCmd_callstd
0x806A448	ScrCmd_jumpstdif
0x806A494	ScrCmd_callstdif
0x806A4E0	ScrCmd_jumpram
0x806A4F4	ScrCmd_die
0x806A50C	ScrCmd_setbyte
0x806A524	ScrCmd_loadptr
0x806A548	ScrCmd_loadbytefrompointer
0x806A56C	ScrCmd_writebytetooffset
0x806A584	ScrCmd_setbufferbyte
0x806A5A0	ScrCmd_setptrbyte
0x806A5C4	ScrCmd_copybuffers
0x806A5E4	ScrCmd_copybyte
0x806A600	ScrCmd_setvar
0x806A624	ScrCmd_copyvar
0x806A650	ScrCmd_setorcopyvar
0x806A67C	compare_012
0x806A69C	ScrCmd_comparebuffers
0x806A6CC	ScrCmd_comparebuffertobyte
0x806A6F4	ScrCmd_comparebuffertoptrbyte
0x806A720	ScrCmd_compareptrbytetobuffer
0x806A74C	ScrCmd_compareptrbytetobyte
0x806A76C	ScrCmd_compareptrbytes
0x806A790	ScrCmd_compare
0x806A7C0	ScrCmd_comparevars
0x806A7F4	ScrCmd_addvar
0x806A81C	ScrCmd_subvar
0x806A84C	ScrCmd_random
0x806A880	ScrCmd_additem
0x806A8C4	ScrCmd_removeitem
0x806A908	ScrCmd_checkitemspace
0x806A94C	ScrCmd_checkitem
0x806A990	ScrCmd_checkitemtype
0x806A9BC	ScrCmd_addpcitem
0x806AA00	ScrCmd_checkpcitem
0x806AA44	ScrCmd_adddecor
0x806AA70	ScrCmd_removedecor
0x806AA9C	ScrCmd_checkdecor
0x806AAC8	ScrCmd_testdecor
0x806AAF4	ScrCmd_setflag
0x806AB08	ScrCmd_clearflag
0x806AB1C	ScrCmd_checkflag
0x806AB38	ScrCmd_inccounter
0x806AB50	ScrCmd_lighten
0x806AB6C	ScrCmd_darken
0x806AB88	sub_8066248
0x806ABA8	ScrCmd_fadescreen
0x806ABD0	ScrCmd_fadescreendelay
0x806ABFC	s28_pause_asm
0x806AC1C	ScrCmd_pause
0x806AC40	ScrCmd_compareflags
0x806AC78	ScrCmd_checkdailyflags
0x806AC84	ScrCmd_resetvars
0x806ACBC	ScrCmd_setweather
0x806ACD8	ScrCmd_resetweather
0x806ACE4	ScrCmd_doweather
0x806ACF0	ScrCmd_tileeffect
0x806AD08	ScrCmd_setmapfooter
0x806AD24	ScrCmd_warp
0x806ADAC	ScrCmd_warpmuted
0x806AE34	ScrCmd_warpwalk
0x806AEBC	ScrCmd_warphole
0x806AF30	ScrCmd_warpteleport
0x806AFB8	ScrCmd_warp3
0x806B038	ScrCmd_warpplace
0x806B0BC	ScrCmd_warp4
0x806B13C	ScrCmd_warp5
0x806B1BC	ScrCmd_warp6
0x806B23C	ScrCmd_getplayerxy
0x806B274	ScrCmd_countpokemon
0x806B290	ScrCmd_playsfx
0x806B2A4	s30_music_check_asm
0x806B2BC	ScrCmd_checksound
0x806B2D0	ScrCmd_fanfare
0x806B2E4	s32_fanfare_wait_asm
0x806B2F4	ScrCmd_waitfanfare
0x806B308	ScrCmd_playmusic
0x806B338	ScrCmd_playmusicbattle
0x806B34C	ScrCmd_fadedefault
0x806B358	ScrCmd_fademusic
0x806B36C	ScrCmd_fadeout
0x806B3A0	ScrCmd_fadein
0x806B3C4	ScrCmd_move
0x806B404	ScrCmd_movecoords
0x806B448	s51a_0806B288
0x806B470	ScrCmd_waitmove
0x806B4C4	ScrCmd_waitmovexy
0x806B518	ScrCmd_disappear
0x806B540	ScrCmd_disappearxy
0x806B570	ScrCmd_reappear
0x806B598	ScrCmd_reappearxy
0x806B5C8	ScrCmd_movesprite
0x806B62C	ScrCmd_movespriteperm
0x806B684	ScrCmd_moveoffscreen
0x806B6AC	ScrCmd_spritevisible
0x806B6DC	ScrCmd_spriteinvisible
0x806B70C	ScrCmd_spritelevelup
0x806B748	ScrCmd_restorespritelevel
0x806B778	ScrCmd_faceplayer
0x806B7B0	ScrCmd_spriteface
0x806B7E4	ScrCmd_spritebehave
0x806B80C	ScrCmd_createvsprite
0x806B87C	ScrCmd_vspriteface
0x806B898	ScrCmd_lockall
0x806B8C0	ScrCmd_lock
0x806B918	ScrCmd_releaseall
0x806B950	ScrCmd_release
0x806B9A8	ScrCmd_message
0x806B9C4	ScrCmd_message2
0x806B9E0	ScrCmd_waittext
0x806B9F4	ScrCmd_closebutton
0x806BA00	sub_80670C0
0x806BA28	ScrCmd_waitbutton
0x806BA3C	ScrCmd_yesnobox
0x806BA68	ScrCmd_multichoice
0x806BAA4	ScrCmd_multichoicedef
0x806BAF4	ScrCmd_showbox
0x806BB20	ScrCmd_multichoicerow
0x806BB70	ScrCmd_hidebox
0x806BB9C	ScrCmd_clearbox
0x806BBD8	ScrCmd_showpokepic
0x806BC08	ScrCmd_hidepokepic
0x806BC28	ScrCmd_showcontestwinner
0x806BC4C	ScrCmd_braillemsg
0x806BCA4	ScrCmd_vtext
0x806BCC0	ScrCmd_bufferpoke
0x806BD00	ScrCmd_bufferfirstpoke
0x806BD4C	ScrCmd_bufferpartypoke
0x806BD94	ScrCmd_bufferitem
0x806BDC8	ScrCmd_bufferdecor
0x806BE04	ScrCmd_bufferattack
0x806BE44	ScrCmd_buffernum
0x806BE88	ScrCmd_bufferstd
0x806BEC8	ScrCmd_buffertext
0x806BEF0	ScrCmd_vloadptr
0x806BF14	ScrCmd_vbuffer
0x806BF48	ScrCmd_givepokemon
0x806BFC8	ScrCmd_giveegg
0x806BFF4	ScrCmd_setpokemove
0x806C020	ScrCmd_checkattack
0x806C09C	ScrCmd_givemoney
0x806C0C8	ScrCmd_paymoney
0x806C0F4	ScrCmd_checkmoney
0x806C134	ScrCmd_showmoney
0x806C16C	ScrCmd_hidemoney
0x806C188	ScrCmd_updatemoney
0x806C1C0	ScrCmd_showcoins
0x806C1EC	ScrCmd_hidecoins
0x806C208	ScrCmd_updatecoins
0x806C234	ScrCmd_trainerbattle
0x806C248	ScrCmd_reptrainerbattle
0x806C254	ScrCmd_endtrainerbattle
0x806C268	ScrCmd_endtrainerbattle2
0x806C27C	ScrCmd_checktrainerflag
0x806C2A0	ScrCmd_cleartrainerflag
0x806C2BC	ScrCmd_settrainerflag
0x806C2D8	ScrCmd_setwildbattle
0x806C30C	ScrCmd_dowildbattle
0x806C31C	ScrCmd_pokemart
0x806C330	ScrCmd_pokemartdecor
0x806C344	ScrCmd_pokemartbp
0x806C358	ScrCmd_pokecasino
0x806C380	ScrCmd_event_8a
0x806C3BC	ScrCmd_event_96
0x806C3E8	ScrCmd_choosecontestpkmn
0x806C3F8	ScrCmd_startcontest
0x806C408	ScrCmd_showcontestresults
